taxonKey,scientificName,taxonID,datasetKey,nameType,issues,validDistribution,bb_key,bb_scientificName,bb_kingdom,bb_rank,bb_taxonomicStatus,bb_acceptedKey,bb_acceptedName,verificationKey
141265162,Coreopsis verticillata L.,alien-plants-belgium:taxon:99e27681ecd6c505321ad66f32cd6cb5,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3133887,Coreopsis verticillata L.,Plantae,SPECIES,ACCEPTED,,,3133887
141265163,Petasites japonicus (Siebold & Zucc.) Maxim.,alien-plants-belgium:taxon:9f7d35e6205fe487faf59266b54096a1,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3088310,Petasites japonicus (Siebold & Zucc.) Maxim.,Plantae,SPECIES,ACCEPTED,,,3088310
141265164,Baccharis halimifolia L.,alien-plants-belgium:taxon:9e9f5180fb71e141217bdabb6f18f487,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3129663,Baccharis halimifolia L.,Plantae,SPECIES,ACCEPTED,,,3129663
141265165,Gamochaeta antillana (Urban) Anderberg,alien-plants-belgium:taxon:9e6c653092cb49515456dfa5aa5d2139,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3103180,Gamochaeta antillanum (Urb.) Anderb.,Plantae,SPECIES,ACCEPTED,,,3103180
141265166,Symphyotrichum ciliatum (Ledeb.) Nesom,alien-plants-belgium:taxon:9e72afa545643abe2c0f9c1e55f89500,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3151692,Symphyotrichum ciliatum (Ledeb.) G.L.Nesom,Plantae,SPECIES,ACCEPTED,,,3151692
141265167,Pilosella x florentoides (Arv.-Touv.) P.D. Sell & C. West,alien-plants-belgium:taxon:9e4c9c05c0526e7f3477bac75a0ca1de,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,RANK_INVALID,TRUE,3123658,Pilosella florentoides (Arv.-Touv.) Sell & C.West,Plantae,SPECIES,HETEROTYPIC_SYNONYM,9541940,Pilosella visianii F.W.Schultz & Sch.Bip.,
141265168,Senecio squalidus L.,alien-plants-belgium:taxon:9dab551ab2e2a66fd6724a1a4eeaf1f9,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3109117,Senecio squalidus L.,Plantae,SPECIES,ACCEPTED,,,3109117
141265169,Calotis lappulacea Benth.,alien-plants-belgium:taxon:9dac37e66a4e6a94d0ba7eeb44a5be86,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3098183,Calotis lappulacea Benth.,Plantae,SPECIES,ACCEPTED,,,3098183
141265170,Santolina chamaecyparissus L.,alien-plants-belgium:taxon:a2e1d8ea8490b143c0c3e54f62e38225,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3125933,Santolina chamaecyparissus L.,Plantae,SPECIES,ACCEPTED,,,3125933
141265171,Eutrochium maculatum (L.) E.E. Lamont,alien-plants-belgium:taxon:a2ceb5c853d944852f8a09be821b135a,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3138195,Eutrochium maculatum (L.) E.E.Lamont,Plantae,SPECIES,ACCEPTED,,,3138195
141265172,Achillea cartilaginea Ledeb. ex Reichenb. s.l.,alien-plants-belgium:taxon:a20802d24e26be7e4842529adeeee74d,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3120381,Achillea cartilaginea Ledeb. ex Rchb.,Plantae,SPECIES,SYNONYM,7222196,Achillea salicifolia subsp. salicifolia,7222196
141265173,Pilosella aurantiaca (L.) F.W. Schultz & Schultz-Bip.,alien-plants-belgium:taxon:a0e510924fc9bde1b5242693745fdf7b,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3122924,Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.,Plantae,SPECIES,ACCEPTED,,,3122924
141265174,Cosmos sulphureus Cav.,alien-plants-belgium:taxon:9fff483513b643dd5db6c084cd595ad0,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3098951,Cosmos sulphureus Cav.,Plantae,SPECIES,ACCEPTED,,,3098951
141265175,Melampodium montanum Benth.,alien-plants-belgium:taxon:a025aab8e4bd44927dd6201d7976cbef,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3139003,Melampodium montanum Benth.,Plantae,SPECIES,ACCEPTED,,,3139003
141265176,Tripleurospermum decipiens (Fisch. & C.A. Mey.) Bornmuel.,alien-plants-belgium:taxon:8bceb9dd3c74242397c7fd629bfd2098,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3104150,Tripleurospermum decipiens (Fisch. & Mey.) Bornm.,Plantae,SPECIES,ACCEPTED,,,3104150
141265177,Ambrosia trifida L.,alien-plants-belgium:taxon:8d104216ef37f5a2569ee434564884bb,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3110588,Ambrosia trifida L.,Plantae,SPECIES,ACCEPTED,,,3110588
141265178,Anacyclus valentinus L.,alien-plants-belgium:taxon:8b8112b1ed56d6c5c94acd60afc1aa73,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3148548,Anacyclus valentinus L.,Plantae,SPECIES,ACCEPTED,,,3148548
141265179,Centaurea stoebe L.,alien-plants-belgium:taxon:8fd960a005f3593c49fb04c3cb9a1a23,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3127727,Centaurea stoebe L.,Plantae,SPECIES,ACCEPTED,,,3127727
141265180,Scolymus hispanicus L.,alien-plants-belgium:taxon:90fadf87c16ec9a09caf71962a29d91b,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5403742,Scolymus hispanicus L.,Plantae,SPECIES,ACCEPTED,,,5403742
141265181,Dahlia x cultorum hort.,alien-plants-belgium:taxon:9123041feaa2fb97d12d5459e7ae215a,9ff7d317-609b-4c08-bd86-3bc404b77c42,INFORMAL,,TRUE,5701337,Dahlia cultorum Thorsrud & Reisaeter,Plantae,SPECIES,ACCEPTED,,,5701337
141265182,Crepis nicaeensis Balb.,alien-plants-belgium:taxon:8f2f3693872de4d156fd7aabac66717d,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7706146,Crepis nicaeensis Balbis,Plantae,SPECIES,ACCEPTED,,,7706146
141265183,"Melampodium perfoliatum (Cav.) Humb., Bonpl. & Kunth",alien-plants-belgium:taxon:931abb1ffc607ea2c23d82518374d781,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3138953,Melampodium perfoliatum Kunth,Plantae,SPECIES,ACCEPTED,,,3138953
141265184,Schkuhria pinnata (Lam.) O. Kuntze ex Thell. var. pinnata,alien-plants-belgium:taxon:93d5a23a605f964979ef44124b2d7f99,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7066061,Schkuhria pinnata var. pinnata,Plantae,VARIETY,SYNONYM,8346536,Schkuhria pinnata (Lam.) Kuntze,8346536
141265185,Brachycome heterodonta DC.,alien-plants-belgium:taxon:935844b1a72308826ecb67f798eec60b,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8180804,Brachycome heterodonta DC.,Plantae,SPECIES,DOUBTFUL,,,8180804
141265186,Pulicaria arabica (L.) Cass. subsp. hispanica (Boiss.) Murb.,alien-plants-belgium:taxon:932ed747ea6fe7ece807285004657092,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,6076957,Pulicaria arabica subsp. hispanica (Boiss.) Murb.,Plantae,SUBSPECIES,SYNONYM,3095595,Pulicaria paludosa Link,
141265187,Cicerbita macrophylla (Willd.) Wallr. subsp. uralensis (Rouy) P.D. Sell,alien-plants-belgium:taxon:934b1bef86f2d19ca374d4dadafdef22,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,4227439,Cicerbita macrophylla subsp. uralensis (Rouy) P.D.Sell,Plantae,SUBSPECIES,ACCEPTED,,,4227439
141265188,Amphiachyris dracunculoides (DC.) Nutt.,alien-plants-belgium:taxon:9180f85038d22c7a50a6e1058cf5ed34,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3110041,Amphiachyris dracunculoides (DC.) Nutt.,Plantae,SPECIES,ACCEPTED,,,3110041
141265189,Mauranthemum paludosum (Poir.) Vogt & Oberpr.,alien-plants-belgium:taxon:96cad752bd4c4b313f33206130efafd2,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3096529,Mauranthemum paludosum (Poir.) R.Vogt & Oberpr.,Plantae,SPECIES,ACCEPTED,,,3096529
141265190,Artemisia austriaca Jacq.,alien-plants-belgium:taxon:948ed09e70935c29494e600897c45857,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3121668,Artemisia austriaca Jacq.,Plantae,SPECIES,ACCEPTED,,,3121668
141265191,Xerochrysum bracteatum (Vent.) Tzvelev,alien-plants-belgium:taxon:94e9ce43c66ed785e5c849348cb062a6,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3102871,Xerochrysum bracteatum (Vent.) Tzvelev,Plantae,SPECIES,ACCEPTED,,,3102871
141265192,Senecio quadridentatus Labill.,alien-plants-belgium:taxon:81d201652154e88c5b2394a48271d646,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3107661,Senecio quadridentatus Labill.,Plantae,SPECIES,SYNONYM,3107663,Erechtites quadridentata (Labill.) DC.,3107663
141265193,Cyanus depressa (Bieb.) Soják,alien-plants-belgium:taxon:80a4182180719097e4dbf25e40bf8b79,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8334968,Cyanus depressus (M.Bieb.) Sojak,Plantae,SPECIES,SYNONYM,3089549,Centaurea depressa M.Bieb.,
141265194,Solidago gigantea Ait.,alien-plants-belgium:taxon:82c15b1c806ddfc36b0569c944dfd9f5,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5389017,Solidago gigantea Aiton,Plantae,SPECIES,ACCEPTED,,,5389017
141265195,Sigesbeckia orientalis L.,alien-plants-belgium:taxon:7df25e230256031b002f37ac3c3459c6,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3125901,Sigesbeckia orientalis L.,Plantae,SPECIES,ACCEPTED,,,3125901
141265196,Cirsium x subalpinum Gaudin,alien-plants-belgium:taxon:7d905270d4391ff808fd22ca826861df,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,RANK_INVALID,TRUE,3112994,Cirsium subalpinum Gaudin.,Plantae,SPECIES,ACCEPTED,,,3112994
141265197,Prenanthes purpurea L.,alien-plants-belgium:taxon:805dcaac9e55198e913166aaead5b08b,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3090783,Prenanthes purpurea L.,Plantae,SPECIES,ACCEPTED,,,3090783
141265198,Helipterum floribundum DC.,alien-plants-belgium:taxon:8034361100db7ca04bb0f502599ba9aa,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3137630,Helipterum floribundum A.Cunn. ex DC.,Plantae,SPECIES,SYNONYM,3137629,Rhodanthe floribunda (DC.) Paul G.Wilson,3137629
141265199,Bidens bipinnata L.,alien-plants-belgium:taxon:89026cc73d8543a73dbc9dda7712fc6c,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5389402,Bidens bipinnata L.,Plantae,SPECIES,ACCEPTED,,,5389402
141265200,Artemisia ludoviciana Nutt.,alien-plants-belgium:taxon:888dba66ec73b8afcec3bd95bfe36bef,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3120950,Artemisia ludoviciana Nutt.,Plantae,SPECIES,ACCEPTED,,,3120950
141265201,Centaurea benedicta (L.) L.,alien-plants-belgium:taxon:85d443c4b4a3bca4fb21fc0035554cb0,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3127691,Centaurea benedicta (L.) L.,Plantae,SPECIES,ACCEPTED,,,3127691
141265202,Silybum marianum (L.) Gaertn.,alien-plants-belgium:taxon:86ee8cbd017e33529193b58c3bb5dd48,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3145214,Silybum marianum (L.) Gaertn.,Plantae,SPECIES,ACCEPTED,,,3145214
141265203,Euchiton sphaericus (Willd.) Holub,alien-plants-belgium:taxon:865ca7ef0491e071782f208933b52549,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7587923,Euchiton sphaericus (Willd.) Holub,Plantae,SPECIES,ACCEPTED,,,7587923
141265204,Petasites pyrenaicus (L.) G. López,alien-plants-belgium:taxon:863079db8c121543664b7a0daa646aa7,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3088282,Petasites pyrenaicus (L.) G.López,Plantae,SPECIES,ACCEPTED,,,3088282
141265205,Centaurea diffusa Lam.,alien-plants-belgium:taxon:72992956037224c649a4ca3f76b0a258,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3128962,Centaurea diffusa Lam.,Plantae,SPECIES,ACCEPTED,,,3128962
141265206,Aster amellus L.,alien-plants-belgium:taxon:746026221ad0fa35fafd028c2140376b,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8133114,Aster amellus L.,Plantae,SPECIES,ACCEPTED,,,8133114
141265207,Cynara scolymus L.,alien-plants-belgium:taxon:74a85cb2db79ef27bc805e7ffafd7ca4,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3112361,Cynara scolymus L.,Plantae,SPECIES,ACCEPTED,,,3112361
141265208,Stuartina muelleri Sond.,alien-plants-belgium:taxon:746fcb3b953fd252d7f8ad6827b8ee41,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3125765,Stuartina muelleri Sond.,Plantae,SPECIES,ACCEPTED,,,3125765
141265209,Centaurea solstitialis L. subsp. solstitialis,alien-plants-belgium:taxon:702171d2e4fd6f4427872b6187b15963,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7223276,Centaurea solstitialis subsp. solstitialis,Plantae,SUBSPECIES,ACCEPTED,,,7223276
141265210,Coreopsis tinctoria Nutt.,alien-plants-belgium:taxon:71edab41f5b1958ffaa5ae0cb9f92b83,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3133950,Coreopsis tinctoria Nutt.,Plantae,SPECIES,ACCEPTED,,,3133950
141265211,Cirsium rivulare (Jacq.) All.,alien-plants-belgium:taxon:71c936e0e4454f687acb8aaefa4f0e41,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3113637,Cirsium rivulare All.,Plantae,SPECIES,ACCEPTED,,,3113637
141265212,Cichorium calvum Schultz-Bip.,alien-plants-belgium:taxon:7c09764802ec24bc9e8ff3665c65b097,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8199647,Cichorium calvum Sch.Bip.,Plantae,SPECIES,SYNONYM,5392271,Cichorium calvum Sch.Bip. ex Aschers.,5392271
141265213,Helianthus laetiflorus Pers.,alien-plants-belgium:taxon:7c189e2e77edc8c671566caafb2bae9b,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3119181,Helianthus laetiflorus Pers.,Plantae,SPECIES,ACCEPTED,,,3119181
141265214,Coreopsis lanceolata L.,alien-plants-belgium:taxon:74fae69fda9f3a11d30369214be1cbdc,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3133938,Coreopsis lanceolata L.,Plantae,SPECIES,ACCEPTED,,,3133938
141265215,Artemisia biennis Willd.,alien-plants-belgium:taxon:7597040db257b9d33e87d85782fbd3c9,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3121226,Artemisia biennis Willd.,Plantae,SPECIES,ACCEPTED,,,3121226
141265216,Cyanus triumfettii (All.) Á. Löve & D. Löve,alien-plants-belgium:taxon:7600e160d4e43467a1c5b37befd60968,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5386028,Cyanus triumfettii (All.) Dostal ex A. & D.Love,Plantae,SPECIES,SYNONYM,7338495,Centaurea triumfettii subsp. triumfettii,5386028
141265217,Senecio glossanthus (Sonder) Belcher,alien-plants-belgium:taxon:6976db3d7eb2cb2161b46333188023e9,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3108121,Senecio glossanthus (Sond.) Belcher,Plantae,SPECIES,SYNONYM,3108123,Erechtites glossantha Sond.,3108123
141265218,Inula spiraeifolia L.,alien-plants-belgium:taxon:68a328e0f8a88399397fb197cff4fc78,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8211936,Inula spiraeifolia L.,Plantae,SPECIES,ACCEPTED,,,8211936
141265219,Soliva anthemifolia (Juss.) R. Brown,alien-plants-belgium:taxon:67728cb2759feab42356e3d83309cb4c,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7505045,Soliva anthemifolia R.Br.,Plantae,SPECIES,ACCEPTED,,,7505045
141265220,Inula racemosa Hook.,alien-plants-belgium:taxon:678b6cc33ed53990ae75377d75b1fec3,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,4933624,Inula racemosa Hook.f.,Plantae,SPECIES,ACCEPTED,,,4933624
141265221,Symphyotrichum novi-belgii (L.) Nesom,alien-plants-belgium:taxon:678f226859749c156ad8d5ada662f6ed,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3151558,Symphyotrichum novi-belgii (L.) G.L.Nesom,Plantae,SPECIES,ACCEPTED,,,3151558
141265222,Crepis pulchra L.,alien-plants-belgium:taxon:6e598f62c3a001d610bb80fd10ad84ec,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5403272,Crepis pulchra L.,Plantae,SPECIES,ACCEPTED,,,5403272
141265223,Anaphalis triplinervis (Sims.) C.B. Clarke,alien-plants-belgium:taxon:6eb066296e10fde2311a75ece24db279,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3136929,Anaphalis triplinervis Sims ex C.B.Clarke,Plantae,SPECIES,ACCEPTED,,,3136929
141265224,Centaurea calocephala Willd.,alien-plants-belgium:taxon:6d172ab1ceed15257b376636f38ecd60,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3128279,Centaurea calocephala Willd.,Plantae,SPECIES,ACCEPTED,,,3128279
141265225,Senecio vernalis Waldst. & Kit.,alien-plants-belgium:taxon:6da2ba7e8911aed5569a9c636640b175,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,6063730,Senecio vernalis Waldst. & Kit.,Plantae,SPECIES,ACCEPTED,,,6063730
141265226,Eupatorium perfoliatum L.,alien-plants-belgium:taxon:6cb304c3a9f0ce8ae052b8340349f56f,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5402874,Eupatorium perfoliatum L.,Plantae,SPECIES,ACCEPTED,,,5402874
141265227,"Bidens triplinervia Humb., Bonpl. & Kunth var. macrantha (Wedd.) Sherff",alien-plants-belgium:taxon:5ce66bdaada3078c10207c4b2c3072d6,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8323119,Bidens triplinervia var. macrantha (Wedd.) Sherff,Plantae,VARIETY,ACCEPTED,,,8323119
141265228,Centaurea solstitialis L. subsp. adamii (Willd.) Nyman,alien-plants-belgium:taxon:5e7a6cb85105fa7b8dd1c349749db9b4,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,6076312,Centaurea solstitialis subsp. adamii (Willd.) Nym.,Plantae,SUBSPECIES,ACCEPTED,,,6076312
141265229,Anacyclus radiatus Loisel.,alien-plants-belgium:taxon:5dd319d0bd6764e2156bcbcfbf852d65,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3148560,Anacyclus radiatus Loisel.,Plantae,SPECIES,ACCEPTED,,,3148560
141265230,Asteriscus aquaticus (L.) Less.,alien-plants-belgium:taxon:5c5a4c7122feace5e5924e799608e1fe,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5393689,Asteriscus aquaticus Less.,Plantae,SPECIES,ACCEPTED,,,5393689
141265231,Gamochaeta pensylvanica (Willd.) Cabrera,alien-plants-belgium:taxon:5cd11dffe95c6c319f96ac1bd057e7ff,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3103082,Gamochaeta pensylvanica (Willd.) Cabrera,Plantae,SPECIES,ACCEPTED,,,3103082
141265232,"Guizotia scabra (Vis,) Chiov. subsp. schimperi (Sch. Bip.) J. Baagøe",alien-plants-belgium:taxon:5cd0307aa1568edd8333866c4a46e411,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8335765,Guizotia scabra subsp. schimperi (Sch.Bip.) Baagoe,Plantae,SUBSPECIES,SYNONYM,3088652,Guizotia schimperi Sch.Bip.,3088652
141265233,Erigeron canadensis L.,alien-plants-belgium:taxon:5b1424b3d56c9821dea7b28f799187d8,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3146791,Erigeron canadensis L.,Plantae,SPECIES,ACCEPTED,,,3146791
141265234,Cirsium heterophyllum (L.) Hill,alien-plants-belgium:taxon:5ac926c6699fe72a9dd0f3a2761d0269,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3113745,Cirsium heterophyllum (L.) Hill,Plantae,SPECIES,ACCEPTED,,,3113745
141265235,Carthamus tinctorius L.,alien-plants-belgium:taxon:5a9977a3c3431834d9df5c16ff13008e,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3138327,Carthamus tinctorius L.,Plantae,SPECIES,ACCEPTED,,,3138327
141265236,Parthenium hysterophorus L.,alien-plants-belgium:taxon:5b671f40d29882dc3762cc2fb8f6a26a,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3086784,Parthenium hysterophorus L.,Plantae,SPECIES,ACCEPTED,,,3086784
141265237,Tagetes erecta L.,alien-plants-belgium:taxon:5b1ed42ac2b459c430ee3bc59ca33cc2,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3088488,Tagetes erecta L.,Plantae,SPECIES,ACCEPTED,,,3088488
141265238,Cicerbita macrophylla (Willd.) Wallr. subsp. macrophylla,alien-plants-belgium:taxon:59f6aa09a6bfcb42e97398c1ab309516,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,6304873,Cicerbita macrophylla subsp. macrophylla,Plantae,SUBSPECIES,ACCEPTED,,,6304873
141265239,Artemisia scoparia Waldst. & Kit.,alien-plants-belgium:taxon:5985f2ea8ad46e08f36c5ec4c839e518,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3120713,Artemisia scoparia Waldst. & Kit.,Plantae,SPECIES,ACCEPTED,,,3120713
141265240,Solidago altissima L.,alien-plants-belgium:taxon:59842a2b73995dac33cf210cc25b716b,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5389058,Solidago altissima L.,Plantae,SPECIES,ACCEPTED,,,5389058
141265241,Cichorium endivia L. subsp. endivia,alien-plants-belgium:taxon:5a634292fd8d3d36da0d958b30476d34,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7823591,Cichorium endivia subsp. endivia,Plantae,SUBSPECIES,SYNONYM,5392243,Cichorium endivia L.,5392243
141265242,Xanthium spinosum L.,alien-plants-belgium:taxon:62b1de5ec2251b73b01ac106ce01f0e8,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3089150,Xanthium spinosum L.,Plantae,SPECIES,ACCEPTED,,,3089150
141265243,Crepis sancta (L.) Bornm. subsp. nemausensis (Vill.) Babc.,alien-plants-belgium:taxon:63bec7eae4aef89a829c901ebff87214,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5831068,Crepis sancta subsp. nemausensis (P.Fourn.) Babc.,Plantae,SUBSPECIES,ACCEPTED,,,5831068
141265244,Centaurea x psammogena Gáyer,alien-plants-belgium:taxon:6214971126a04813a0b5fa0407207e3a,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,RANK_INVALID,TRUE,8708866,Centaurea psammogena Gáyer,Plantae,SPECIES,SYNONYM,3128725,Centaurea varnensis Velen.,
141265245,Ambrosia artemisiifolia L.,alien-plants-belgium:taxon:6287acaa5a6ae2e17d7ddf180acc4652,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8002952,Ambrosia artemisiifolia L.,Plantae,SPECIES,ACCEPTED,,,8002952
141265246,Cota altissima (L.) J. Gay,alien-plants-belgium:taxon:6170d05e5e94d9382e9677d5615de7e4,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5390611,Cota altissima J.Gay,Plantae,SPECIES,ACCEPTED,,,5390611
141265247,"Zinnia angustifolia Humb., Bonpl. & Kunth var. angustifolia",alien-plants-belgium:taxon:5eb5bdaccb57c51dfdf34484a6ccfd30,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7066596,Zinnia angustifolia var. angustifolia,Plantae,VARIETY,ACCEPTED,,,7066596
141265248,Osteospermum jucundum (Phillips) Norlindh,alien-plants-belgium:taxon:5e8819d06ff8060082cc037ecc835bde,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3093587,Osteospermum jucundum (Phill.) T.Norl.,Plantae,SPECIES,SYNONYM,5402340,Dimorphotheca jucunda E.Phillips,
141265249,Crepis setosa Haller f.,alien-plants-belgium:taxon:5fa52a71efec7662d76a9898304963f0,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,4245384,Crepis setosa Haller f.,Plantae,SPECIES,ACCEPTED,,,4245384
141265250,Senecio gallicus Chaix,alien-plants-belgium:taxon:542186ed78966e6b0e6a13a45f369648,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3107896,Senecio gallicus Chaix,Plantae,SPECIES,ACCEPTED,,,3107896
141265251,Symphyotrichum laeve (L.) A. & D. Love (incl. S. versicolor (Willd.) Nesom),alien-plants-belgium:taxon:55734139fa9c4387bf916c460fd549ca,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,"BACKBONE_MATCH_NONE,PARTIALLY_PARSABLE",TRUE,,,,,,,,
